id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations

1008000,"Underweight and severe and morbid obesity are associated with highly elevated risks of adverse health outcomes. We estimated trends in mean body-mass index (BMI), which characterises its population distribution, and in the prevalences of a complete set of BMI categories for adults in all countries.We analysed, with use of a consistent protocol, population-based studies that had measured height and weight in adults aged 18 years and older. We applied a Bayesian hierarchical model to these data to estimate trends from 1975 to 2014 in mean BMI and in the prevalences of BMI categories (<18·5 kg/m2 [underweight], 18·5 kg/m2 to <20 kg/m2, 20 kg/m2 to <25 kg/m2, 25 kg/m2 to <30 kg/m2, 30 kg/m2 to <35 kg/m2, 35 kg/m2 to <40 kg/m2, ≥40 kg/m2 [morbid obesity]), by sex in 200 countries and territories, organised in 21 regions. We calculated the posterior probability of meeting the target of …",NCD Risk Factor Collaboration,2894,6027114099314808138,The Lancet,10026,1377-1396,Elsevier,Trends in adult body-mass index in 200 countries from 1975 to 2014: a pooled analysis of 1698 population-based measurement studies with 19· 2 million participants,https://www.sciencedirect.com/science/article/pii/S014067361630054X,387,2016,/scholar?cites=6027114099314808138,Ey8XGUgAAAAJ:XUvXOeBm_78C

1008001,"Women with gestational diabetes are at increased risk of developing type 2 diabetes, but the risk and time of onset have not been fully quantified. We therefore did a comprehensive systematic review and meta-analysis to assess the strength of association between these conditions and the effect of factors that might modify the risk.We identified cohort studies in which women who had developed type 2 diabetes after gestational diabetes were followed up between Jan 1, 1960, and Jan 31, 2009, from Embase and Medline. 205 relevant reports were hand searched. We selected 20 studies that included 675 455 women and 10 859 type 2 diabetic events. We calculated and pooled unadjusted relative risks (RRs) with 95% CIs for each study using a random-effects model. Subgroups analysed were the number of cases of type 2 diabetes, ethnic origin, duration of follow-up, maternal age, body …",Leanne Bellamy and Juan-Pablo Casas and Aroon D Hingorani and David Williams,2777,777415880206350650,The Lancet,9677,1773-1779,Elsevier,Type 2 diabetes mellitus after gestational diabetes: a systematic review and meta-analysis,https://www.sciencedirect.com/science/article/pii/S0140673609607315,373,2009,/scholar?cites=777415880206350650,Ey8XGUgAAAAJ:IjCSPb-OGe4C

1008002,"Underweight, overweight, and obesity in childhood and adolescence are associated with adverse health consequences throughout the life-course. Our aim was to estimate worldwide trends in mean body-mass index (BMI) and a comprehensive set of BMI categories that cover underweight to obesity in children and adolescents, and to compare trends with those of adults.We pooled 2416 population-based studies with measurements of height and weight on 128·9 million participants aged 5 years and older, including 31·5 million aged 5–19 years. We used a Bayesian hierarchical model to estimate trends from 1975 to 2016 in 200 countries for mean BMI and for prevalence of BMI in the following categories for children and adolescents aged 5–19 years: more than 2 SD below the median of the WHO growth reference for children and adolescents (referred to as moderate and severe underweight …",Leandra Abarca-Gómez and Ziad A Abdeen and Zargar Abdul Hamid and Niveen M Abu-Rmeileh and Benjamin Acosta-Cazares and Cecilia Acuin and Robert J Adams and Wichai Aekplakorn and Kaosar Afsana and Carlos A Aguilar-Salinas and Charles Agyemang and Alireza Ahmadvand and Wolfgang Ahrens and Kamel Ajlouni and Nazgul Akhtaeva and Hazzaa M Al-Hazzaa and Amani Rashed Al-Othman and Rajaa Al-Raddadi and Fadia Al Buhairan and Shahla Al Dhukair and Mohamed M Ali and Osman Ali and Ala'a Alkerwi and Mar Alvarez-Pedrerol and Eman Aly and Deepak N Amarapurkar and Philippe Amouyel and Antoinette Amuzu and Lars Bo Andersen and Sigmund A Anderssen and Dolores S Andrade and Lars H Ängquist and Ranjit Mohan Anjana and Hajer Aounallah-Skhiri and Joana Araújo and Inger Ariansen and Tahir Aris and Nimmathota Arlappa and Dominique Arveiler and Krishna K Aryal and Thor Aspelund and Felix K Assah and Maria Cecília F Assunção and May Soe Aung and Mária Avdicová and Ana Azevedo and Fereidoun Azizi and Bontha V Babu and Suhad Bahijri and Jennifer L Baker and Nagalla Balakrishna and Mohamed Bamoshmoosh and Maciej Banach and Piotr Bandosz and José R Banegas and Carlo M Barbagallo and Alberto Barceló and Amina Barkat and Aluisio JD Barros and Mauro VG Barros and Iqbal Bata and Anwar M Batieha and Rosangela L Batista and Assembekov Batyrbek and Louise A Baur and Robert Beaglehole and Habiba Ben Romdhane and Judith Benedics and Mikhail Benet and James E Bennett and Antonio Bernabe-Ortiz and Gailute Bernotiene and Heloisa Bettiol and Aroor Bhagyalaxmi and Sumit Bharadwaj and Santosh K Bhargava and Zaid Bhatti and Zulfiqar A Bhutta and Hongsheng Bi and Yufang Bi and Anna Biehl and Mukharram Bikbov and Bihungum Bista and Dusko J Bjelica and Peter Bjerregaard and Espen Bjertness and Marius B Bjertness and Cecilia Björkelund and Anneke Blokstra and Simona Bo and Martin Bobak and Lynne M Boddy and Bernhard O Boehm and Heiner Boeing and Jose G Boggia and Carlos P Boissonnet and Marialaura Bonaccio and Vanina Bongard and Pascal Bovet and Lien Braeckevelt and Lutgart Braeckman and Marjolijn CE Bragt and Imperia Brajkovich and Francesco Branca and Juergen Breckenkamp and João Breda and Hermann Brenner and Lizzy M Brewster and Garry R Brian and Lacramioara Brinduse and Graziella Bruno and Anna Bugge and Marta Buoncristiano and Genc Burazeri and Con Burns and Antonio Cabrera de León and Joseph Cacciottolo and Hui Cai and Tilema Cama and Christine Cameron and José Camolas and Günay Can and Ana Paula C Cândido and Mario Capanzana and Vincenzo Capuano and Viviane C Cardoso and Axel C Carlsson and Maria J Carvalho and Felipe F Casanueva and Juan-Pablo Casas and Carmelo A Caserta and Snehalatha Chamukuttan and Angelique W Chan and Queenie Chan and Himanshu K Chaturvedi and Nishi Chaturvedi and Chien-Jen Chen and Fangfang Chen and Huashuai Chen and Shuohua Chen and Zhengming Chen and Ching-Yu Cheng and Angela Chetrit and Ekaterina Chikova-Iscener and Arnaud Chiolero and Shu-Ti Chiou and Adela Chirita-Emandi and María-Dolores Chirlaque and Belong Cho and Yumi Cho,2749,12175432356303944847,The Lancet,10113,2627-2642,Elsevier,"Worldwide trends in body-mass index, underweight, overweight, and obesity from 1975 to 2016: a pooled analysis of 2416 population-based measurement studies in 128· 9 million …",https://www.sciencedirect.com/science/article/pii/S0140673617321293,390,2017,/scholar?cites=12175432356303944847,Ey8XGUgAAAAJ:AYInfyleIOsC

1008003,"Objective To quantify the risk of future cardiovascular diseases, cancer, and mortality after pre-eclampsia.Design Systematic review and meta-analysis.Data sources Embase and Medline without language restrictions, including papers published between 1960 and December 2006, and hand searching of reference lists of relevant articles and reviews for additional reports.Review methods Prospective and retrospective cohort studies were included, providing a dataset of 3 488 160 women, with 198 252 affected by pre-eclampsia (exposure group) and 29 495 episodes of cardiovascular disease and cancer (study outcomes).Results After pre-eclampsia women have an increased risk of vascular disease. The relative risks (95% confidence intervals) for hypertension were 3.70 (2.70 to 5.05) after 14.1 years weighted mean follow-up, for ischaemic heart disease 2.16 (1.86 to 2.52) after 11.7 years, for stroke 1.81 (1 …",Leanne Bellamy and Juan-Pablo Casas and Aroon D Hingorani and David J Williams,2295,12183222398590458510,Bmj,7627,974,British Medical Journal Publishing Group,Pre-eclampsia and risk of cardiovascular disease and cancer in later life: systematic review and meta-analysis,https://www.bmj.com/content/335/7627/974.short,335,2007,/scholar?cites=12183222398590458510,Ey8XGUgAAAAJ:9yKSN-GCB0IC

1008004,"Multiple sclerosis is a common disease of the central nervous system in which the interplay between inflammatory and neurodegenerative processes typically results in intermittent neurological disturbance followed by progressive accumulation of disability 1. Epidemiological studies have shown that genetic factors are primarily responsible for the substantially increased frequency of the disease seen in the relatives of affected individuals 2, 3, and systematic attempts to identify linkage in multiplex families have confirmed that variation within the major histocompatibility complex (MHC) exerts the greatest individual effect on risk 4. Modestly powered genome-wide association studies (GWAS) 5, 6, 7, 8, 9, 10 have enabled more than 20 additional risk loci to be identified and have shown that multiple variants exerting modest individual effects have a key role in disease susceptibility 11. Most of the genetic architecture …",Stephen Sawcer and Garrett Hellenthal and Matti Pirinen and Chris CA Spencer and Nikolaos A Patsopoulos and Loukas Moutsianas and Alexander Dilthey and Zhan Su and Colin Freeman and Sarah E Hunt and Sarah Edkins and Emma Gray and David R Booth and Simon C Potter and An Goris and Gavin Band and Annette Bang Oturai and Amy Strange and Janna Saarela and Céline Bellenguez and Bertrand Fontaine and Matthew Gillman and Bernhard Hemmer and Rhian Gwilliam and Frauke Zipp and Alagurevathi Jayakumar and Roland Martin and Stephen Leslie and Stanley Hawkins and Eleni Giannoulatou and Sandra D’alfonso and Hannah Blackburn and Filippo Martinelli Boneschi and Jennifer Liddle and Hanne F Harbo and Marc L Perez and Anne Spurkland and Matthew J Waller and Marcin P Mycko and Michelle Ricketts and Manuel Comabella and Naomi Hammond and Ingrid Kockum and Owen T McCann and Maria Ban and Pamela Whittaker and Anu Kemppinen and Paul Weston and Clive Hawkins and Sara Widaa and John Zajicek and Serge Dronov and Neil Robertson and Suzannah J Bumpstead and Lisa F Barcellos and Rathi Ravindrarajah and Roby Abraham and Lars Alfredsson and Kristin Ardlie and Cristin Aubin and Amie Baker and Katharine Baker and Sergio E Baranzini and Laura Bergamaschi and Roberto Bergamaschi and Allan Bernstein and Achim Berthele and Mike Boggild and Jonathan P Bradfield and David Brassat and Simon A Broadley and Dorothea Buck and Helmut Butzkueven and Ruggero Capra and William M Carroll and Paola Cavalla and Elisabeth G Celius and Sabine Cepok and Rosetta Chiavacci and Françoise Clerget-Darpoux and Katleen Clysters and Giancarlo Comi and Mark Cossburn and Isabelle Cournu-Rebeix and Mathew B Cox and Wendy Cozen and Bruce AC Cree and Anne H Cross and Daniele Cusi and Mark J Daly and Emma Davis and Paul IW De Bakker and Marc Debouverie and Marie Beatrice D’hooghe and Katherine Dixon and Rita Dobosi and Bénédicte Dubois and David Ellinghaus and Irina Elovaara and Federica Esposito and Claire Fontenille and Simon Foote and Andre Franke and Daniela Galimberti and Angelo Ghezzi and Joseph Glessner and Refujia Gomez and Olivier Gout and Colin Graham and Struan FA Grant and Franca Rosa Guerini and Hakon Hakonarson and Per Hall and Anders Hamsten and Hans-Peter Hartung and Rob N Heard and Simon Heath and Jeremy Hobart and Muna Hoshi and Carmen Infante-Duarte and Gillian Ingram and Wendy Ingram and Talat Islam and Maja Jagodic and Michael Kabesch and Allan G Kermode and Trevor J Kilpatrick and Cecilia Kim and Norman Klopp and Keijo Koivisto and Malin Larsson and Mark Lathrop and Jeannette S Lechner-Scott and Maurizio A Leone and Virpi Leppä and Ulrika Liljedahl and Izaura Lima Bomfim and Robin R Lincoln and Jenny Link and Jianjun Liu and Åslaug R Lorentzen and Sara Lupoli and Fabio Macciardi and Thomas Mack and Mark Marriott and Vittorio Martinelli and Deborah Mason and Jacob L McCauley and Frank Mentch and Inger-Lise Mero,2270,7783309922267322453,Nature,7359,214,Nature Publishing Group,Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis,https://www.nature.com/articles/nature10251,476,2011,/scholar?cites=7783309922267322453,Ey8XGUgAAAAJ:0KyAp5RtaNEC
